"palabra"	"sentimiento"	"lexicon"	"valor"
"abundancia"	"premonición"	"nrc"	0
"abundante"	"alegría"	"nrc"	0
"abundante"	"negativo"	"nrc"	0
"abundante"	"positivo"	"nrc"	0
"abundante"	"premonición"	"nrc"	0
"aburrido"	"negativo"	"nrc"	0
"aburrido"	"tristeza"	"nrc"	0
"aburrimiento"	"negativo"	"nrc"	0
"aburrimiento"	"tristeza"	"nrc"	0
"abuso"	"disgusto"	"nrc"	0
"abuso"	"ira"	"nrc"	0
"abuso"	"miedo"	"nrc"	0
"abuso"	"negativo"	"nrc"	0
"abuso"	"tristeza"	"nrc"	0
"abusón"	"ira"	"nrc"	0
"abusón"	"miedo"	"nrc"	0
"abusón"	"negativo"	"nrc"	0
"abyecto"	"disgusto"	"nrc"	0
"abyecto"	"negativo"	"nrc"	0
"academia"	"positivo"	"nrc"	0
"académico"	"confianza"	"nrc"	0
"académico"	"positivo"	"nrc"	0
"acantilado"	"miedo"	"nrc"	0
"ácaro"	"disgusto"	"nrc"	0
"ácaro"	"negativo"	"nrc"	0
"accesible"	"positivo"	"nrc"	0
"accesorio"	"positivo"	"nrc"	0
"accidental"	"asombro"	"nrc"	0
"accidental"	"miedo"	"nrc"	0
"accidental"	"negativo"	"nrc"	0
"accidentalmente"	"asombro"	"nrc"	0
"accidente"	"asombro"	"nrc"	0
"accidente"	"miedo"	"nrc"	0
"accidente"	"negativo"	"nrc"	0
"accidente"	"tristeza"	"nrc"	0
"acción"	"positivo"	"nrc"	0
"acecho"	"negativo"	"nrc"	0
"acelerador"	"ira"	"nrc"	0
"acelerador"	"negativo"	"nrc"	0
"acelerar"	"premonición"	"nrc"	0
"aceptable"	"positivo"	"nrc"	0
"aceptación"	"positivo"	"nrc"	0
"acertijo"	"asombro"	"nrc"	0
"achispado"	"negativo"	"nrc"	0
"acidez"	"negativo"	"nrc"	0
"ácido"	"negativo"	"nrc"	0
"aclarar"	"alegría"	"nrc"	0
"aclarar"	"asombro"	"nrc"	0
"aclarar"	"confianza"	"nrc"	0
"aclarar"	"positivo"	"nrc"	0
"acogedor"	"positivo"	"nrc"	0
"acolchado"	"positivo"	"nrc"	0
"acompañamiento"	"alegría"	"nrc"	0
"acompañamiento"	"confianza"	"nrc"	0
"acompañamiento"	"positivo"	"nrc"	0
"acompañamiento"	"premonición"	"nrc"	0
"acomplejado"	"negativo"	"nrc"	0
"aconsejable"	"confianza"	"nrc"	0
"aconsejable"	"positivo"	"nrc"	0
"aconsejado"	"confianza"	"nrc"	0
"acontecer"	"negativo"	"nrc"	0
"acordando"	"confianza"	"nrc"	0
"acordando"	"positivo"	"nrc"	0
"acordar"	"alegría"	"nrc"	0
"acordar"	"asombro"	"nrc"	0
"acordar"	"confianza"	"nrc"	0
"acordar"	"positivo"	"nrc"	0
"acordar"	"premonición"	"nrc"	0
"acorde"	"positivo"	"nrc"	0
"acoso"	"disgusto"	"nrc"	0
"acoso"	"ira"	"nrc"	0
"acoso"	"miedo"	"nrc"	0
"acoso"	"negativo"	"nrc"	0
"acoso"	"tristeza"	"nrc"	0
"acostado"	"disgusto"	"nrc"	0
"acostado"	"ira"	"nrc"	0
"acostado"	"negativo"	"nrc"	0
"acre"	"disgusto"	"nrc"	0
"acre"	"negativo"	"nrc"	0
"acreditado"	"confianza"	"nrc"	0
"acreditado"	"positivo"	"nrc"	0
"acribillado"	"negativo"	"nrc"	0
"acróbata"	"alegría"	"nrc"	0
"acróbata"	"confianza"	"nrc"	0
"acróbata"	"miedo"	"nrc"	0
"acróbata"	"positivo"	"nrc"	0
"acuchillar"	"ira"	"nrc"	0
"acuerdo"	"alegría"	"nrc"	0
"acuerdo"	"asombro"	"nrc"	0
"acuerdo"	"confianza"	"nrc"	0
"acuerdo"	"positivo"	"nrc"	0
"acuerdo"	"premonición"	"nrc"	0
"acuoso"	"negativo"	"nrc"	0
"acusación"	"disgusto"	"nrc"	0
"acusación"	"ira"	"nrc"	0
"acusación"	"miedo"	"nrc"	0
"acusación"	"negativo"	"nrc"	0
"acusación"	"tristeza"	"nrc"	0
"acusado"	"ira"	"nrc"	0
"acusado"	"miedo"	"nrc"	0
"acusado"	"negativo"	"nrc"	0
"acusado"	"tristeza"	"nrc"	0
"acusador"	"ira"	"nrc"	0
"acusador"	"miedo"	"nrc"	0
"acusador"	"negativo"	"nrc"	0
"acusando"	"ira"	"nrc"	0
"acusando"	"miedo"	"nrc"	0
"acusando"	"negativo"	"nrc"	0
"acusativo"	"negativo"	"nrc"	0
"adaptable"	"positivo"	"nrc"	0
"adaptar"	"positivo"	"nrc"	0
"adecuación"	"positivo"	"nrc"	0
"adecuado"	"alegría"	"nrc"	0
"adecuado"	"confianza"	"nrc"	0
"adecuado"	"positivo"	"nrc"	0
"adecuado"	"premonición"	"nrc"	0
"adelante"	"positivo"	"nrc"	0
"adelanto"	"positivo"	"nrc"	0
"adepto"	"positivo"	"nrc"	0
"adhiriéndose"	"confianza"	"nrc"	0
"adicción"	"negativo"	"nrc"	0
"adiós"	"premonición"	"nrc"	0
"adiposo"	"negativo"	"nrc"	0
"adivinación"	"premonición"	"nrc"	0
"adivinar"	"asombro"	"nrc"	0
"adjunto"	"positivo"	"nrc"	0
"administración"	"confianza"	"nrc"	0
"administración"	"positivo"	"nrc"	0
"administrativo"	"confianza"	"nrc"	0
"admirable"	"alegría"	"nrc"	0
"admirable"	"confianza"	"nrc"	0
"admirable"	"positivo"	"nrc"	0
"admiración"	"alegría"	"nrc"	0
"admiración"	"confianza"	"nrc"	0
"admiración"	"positivo"	"nrc"	0
"admirador"	"positivo"	"nrc"	0
"admirar"	"confianza"	"nrc"	0
"admirar"	"positivo"	"nrc"	0
"admisible"	"confianza"	"nrc"	0
"admisible"	"positivo"	"nrc"	0
"admonición"	"miedo"	"nrc"	0
"admonición"	"negativo"	"nrc"	0
"adoctrinamiento"	"ira"	"nrc"	0
"adoctrinamiento"	"miedo"	"nrc"	0
"adoctrinamiento"	"negativo"	"nrc"	0
"adolescentes"	"negativo"	"nrc"	0
"adolescentes"	"positivo"	"nrc"	0
"adorable"	"alegría"	"nrc"	0
"adorable"	"positivo"	"nrc"	0
"adoración"	"alegría"	"nrc"	0
"adoración"	"confianza"	"nrc"	0
"adoración"	"positivo"	"nrc"	0
"adorar"	"alegría"	"nrc"	0
"adorar"	"confianza"	"nrc"	0
"adorar"	"positivo"	"nrc"	0
"adorar"	"premonición"	"nrc"	0
"adornar"	"negativo"	"nrc"	0
"adornos"	"negativo"	"nrc"	0
"adquirir"	"positivo"	"nrc"	0
"adulterado"	"negativo"	"nrc"	0
"adulterio"	"disgusto"	"nrc"	0
"adulterio"	"negativo"	"nrc"	0
"adulterio"	"tristeza"	"nrc"	0
"advenimiento"	"alegría"	"nrc"	0
"advenimiento"	"confianza"	"nrc"	0
"advenimiento"	"positivo"	"nrc"	0
"advenimiento"	"premonición"	"nrc"	0
"adversario"	"disgusto"	"nrc"	0
"adversario"	"ira"	"nrc"	0
"adversario"	"miedo"	"nrc"	0
"adversario"	"negativo"	"nrc"	0
"adversario"	"premonición"	"nrc"	0
"adversidad"	"ira"	"nrc"	0
"adversidad"	"miedo"	"nrc"	0
"adversidad"	"negativo"	"nrc"	0
"adversidad"	"tristeza"	"nrc"	0
"adverso"	"disgusto"	"nrc"	0
"adverso"	"ira"	"nrc"	0
"adverso"	"miedo"	"nrc"	0
"adverso"	"negativo"	"nrc"	0
"adverso"	"tristeza"	"nrc"	0
"advertencia"	"miedo"	"nrc"	0
"advertir"	"asombro"	"nrc"	0
"advertir"	"confianza"	"nrc"	0
"advertir"	"miedo"	"nrc"	0
"advertir"	"negativo"	"nrc"	0
"advertir"	"premonición"	"nrc"	0
"aeropuerto"	"premonición"	"nrc"	0
"afable"	"positivo"	"nrc"	0
"afán"	"alegría"	"nrc"	0
"afán"	"confianza"	"nrc"	0
"afán"	"positivo"	"nrc"	0
"afán"	"premonición"	"nrc"	0
"afectado"	"negativo"	"nrc"	0
"afecto"	"alegría"	"nrc"	0
"afecto"	"confianza"	"nrc"	0
"afecto"	"positivo"	"nrc"	0
"afeminado"	"negativo"	"nrc"	0
"afición"	"alegría"	"nrc"	0
"afición"	"positivo"	"nrc"	0
"afilar"	"ira"	"nrc"	0
"afilar"	"premonición"	"nrc"	0
"afín"	"alegría"	"nrc"	0
"afín"	"confianza"	"nrc"	0
"afín"	"positivo"	"nrc"	0
"afín"	"premonición"	"nrc"	0
"afirmación"	"positivo"	"nrc"	0
"afirmando"	"confianza"	"nrc"	0
"afirmando"	"positivo"	"nrc"	0
"afirmar"	"confianza"	"nrc"	0
"afirmar"	"positivo"	"nrc"	0
"afirmativamente"	"confianza"	"nrc"	0
"afirmativamente"	"positivo"	"nrc"	0
"afirmativo"	"positivo"	"nrc"	0
"aflicción"	"disgusto"	"nrc"	0
"aflicción"	"miedo"	"nrc"	0
"aflicción"	"negativo"	"nrc"	0
"aflicción"	"tristeza"	"nrc"	0
"afligido"	"negativo"	"nrc"	0
"afligido"	"tristeza"	"nrc"	0
"afligir"	"miedo"	"nrc"	0
"afligir"	"negativo"	"nrc"	0
"afligir"	"tristeza"	"nrc"	0
"afligirse"	"miedo"	"nrc"	0
"afligirse"	"negativo"	"nrc"	0
"afligirse"	"tristeza"	"nrc"	0
"afluente"	"positivo"	"nrc"	0
"afluente"	"premonición"	"nrc"	0
"aforo"	"confianza"	"nrc"	0
"afortunado"	"alegría"	"nrc"	0
"afortunado"	"asombro"	"nrc"	0
"afortunado"	"positivo"	"nrc"	0
"afrenta"	"asombro"	"nrc"	0
"afrenta"	"disgusto"	"nrc"	0
"afrenta"	"ira"	"nrc"	0
"afrenta"	"miedo"	"nrc"	0
"afrenta"	"negativo"	"nrc"	0
"afrenta"	"tristeza"	"nrc"	0
"agacharse"	"miedo"	"nrc"	0
"agarrando"	"negativo"	"nrc"	0
"agarrando"	"premonición"	"nrc"	0
"agarrar"	"ira"	"nrc"	0
"agarrar"	"negativo"	"nrc"	0
"agazapado"	"miedo"	"nrc"	0
"agazapado"	"negativo"	"nrc"	0
"ágil"	"positivo"	"nrc"	0
"agilidad"	"positivo"	"nrc"	0
"agitación"	"ira"	"nrc"	0
"agitación"	"miedo"	"nrc"	0
"agitación"	"negativo"	"nrc"	0
"agitado"	"ira"	"nrc"	0
"agitado"	"negativo"	"nrc"	0
"agonía"	"ira"	"nrc"	0
"agonía"	"miedo"	"nrc"	0
"agonía"	"negativo"	"nrc"	0
"agonía"	"tristeza"	"nrc"	0
"agonizante"	"miedo"	"nrc"	0
"agonizante"	"negativo"	"nrc"	0
"agotado"	"negativo"	"nrc"	0
"agotado"	"tristeza"	"nrc"	0
"agotamiento"	"negativo"	"nrc"	0
"agotamiento"	"premonición"	"nrc"	0
"agotamiento"	"tristeza"	"nrc"	0
"agraciado"	"positivo"	"nrc"	0
"agradable"	"alegría"	"nrc"	0
"agradable"	"asombro"	"nrc"	0
"agradable"	"confianza"	"nrc"	0
"agradable"	"positivo"	"nrc"	0
"agradable"	"premonición"	"nrc"	0
"agradecido"	"alegría"	"nrc"	0
"agradecido"	"positivo"	"nrc"	0
"agravación"	"disgusto"	"nrc"	0
"agravación"	"ira"	"nrc"	0
"agravación"	"negativo"	"nrc"	0
"agravado"	"ira"	"nrc"	0
"agravado"	"negativo"	"nrc"	0
"agravante"	"ira"	"nrc"	0
"agravante"	"negativo"	"nrc"	0
"agravante"	"tristeza"	"nrc"	0
"agravio"	"disgusto"	"nrc"	0
"agravio"	"ira"	"nrc"	0
"agravio"	"negativo"	"nrc"	0
"agravio"	"tristeza"	"nrc"	0
"agresión"	"ira"	"nrc"	0
"agresión"	"miedo"	"nrc"	0
"agresión"	"negativo"	"nrc"	0
"agresivo"	"ira"	"nrc"	0
"agresivo"	"miedo"	"nrc"	0
"agresivo"	"negativo"	"nrc"	0
"agresor"	"ira"	"nrc"	0
"agresor"	"miedo"	"nrc"	0
"agresor"	"negativo"	"nrc"	0
"agresor"	"tristeza"	"nrc"	0
"agricultura"	"confianza"	"nrc"	0
"agricultura"	"positivo"	"nrc"	0
"agrietado"	"ira"	"nrc"	0
"agrietado"	"miedo"	"nrc"	0
"agrietado"	"negativo"	"nrc"	0
"agrietamiento"	"negativo"	"nrc"	0
"agrimensura"	"positivo"	"nrc"	0
"agrio"	"disgusto"	"nrc"	0
"agrio"	"negativo"	"nrc"	0
"aguanieve"	"negativo"	"nrc"	0
"aguante"	"confianza"	"nrc"	0
"aguante"	"positivo"	"nrc"	0
"agudeza"	"positivo"	"nrc"	0
"agudísimo"	"miedo"	"nrc"	0
"agudísimo"	"negativo"	"nrc"	0
"agüero"	"miedo"	"nrc"	0
"agüero"	"negativo"	"nrc"	0
"agüero"	"premonición"	"nrc"	0
"águila"	"confianza"	"nrc"	0
"agujereado"	"negativo"	"nrc"	0
"ahogado"	"ira"	"nrc"	0
"ahogado"	"miedo"	"nrc"	0
"ahogado"	"negativo"	"nrc"	0
"ahogado"	"tristeza"	"nrc"	0
"ahogar"	"ira"	"nrc"	0
"ahogar"	"negativo"	"nrc"	0
"ahogarse"	"miedo"	"nrc"	0
"ahogarse"	"negativo"	"nrc"	0
"ahogarse"	"tristeza"	"nrc"	0
"ahorro"	"confianza"	"nrc"	0
"ahorro"	"disgusto"	"nrc"	0
"ahorro"	"positivo"	"nrc"	0
"ahorros"	"positivo"	"nrc"	0
"airado"	"ira"	"nrc"	0
"airado"	"negativo"	"nrc"	0
"aires"	"disgusto"	"nrc"	0
"aires"	"negativo"	"nrc"	0
"aislado"	"miedo"	"nrc"	0
"aislado"	"negativo"	"nrc"	0
"aislado"	"tristeza"	"nrc"	0
"aislamiento"	"confianza"	"nrc"	0
"aislamiento"	"negativo"	"nrc"	0
"aislamiento"	"tristeza"	"nrc"	0
"aislar"	"tristeza"	"nrc"	0
"ajedrea"	"positivo"	"nrc"	0
"alabado"	"alegría"	"nrc"	0
"alabado"	"positivo"	"nrc"	0
"alabanza"	"alegría"	"nrc"	0
"alabanza"	"confianza"	"nrc"	0
"alabanza"	"positivo"	"nrc"	0
"alabastro"	"positivo"	"nrc"	0
"alardear"	"negativo"	"nrc"	0
"alarma"	"asombro"	"nrc"	0
"alarma"	"miedo"	"nrc"	0
"alarma"	"negativo"	"nrc"	0
"alarmante"	"asombro"	"nrc"	0
"alarmante"	"miedo"	"nrc"	0
"alarmante"	"negativo"	"nrc"	0
"alba"	"confianza"	"nrc"	0
"albacea"	"confianza"	"nrc"	0
"alborada"	"premonición"	"nrc"	0
"alboroto"	"ira"	"nrc"	0
"alboroto"	"miedo"	"nrc"	0
"alboroto"	"negativo"	"nrc"	0
"alcalde"	"positivo"	"nrc"	0
"alcantarilla"	"disgusto"	"nrc"	0
"alcantarillado"	"disgusto"	"nrc"	0
"alcantarillado"	"negativo"	"nrc"	0
"alcanzable"	"positivo"	"nrc"	0
"alcanzable"	"premonición"	"nrc"	0
"alcohol"	"alegría"	"nrc"	0
"alcohol"	"ira"	"nrc"	0
"alcohol"	"negativo"	"nrc"	0
"alcohol"	"tristeza"	"nrc"	0
"alcoholismo"	"disgusto"	"nrc"	0
"alcoholismo"	"ira"	"nrc"	0
"alcoholismo"	"miedo"	"nrc"	0
"alcoholismo"	"negativo"	"nrc"	0
"alcoholismo"	"tristeza"	"nrc"	0
"aldeano"	"confianza"	"nrc"	0
"aldeano"	"positivo"	"nrc"	0
"aleatorización"	"negativo"	"nrc"	0
"alegación"	"ira"	"nrc"	0
"alegación"	"negativo"	"nrc"	0
"alegar"	"negativo"	"nrc"	0
"alegre"	"alegría"	"nrc"	0
"alegre"	"asombro"	"nrc"	0
"alegre"	"confianza"	"nrc"	0
"alegre"	"positivo"	"nrc"	0
"alegre"	"premonición"	"nrc"	0
"alegría"	"alegría"	"nrc"	0
"alegría"	"asombro"	"nrc"	0
"alegría"	"confianza"	"nrc"	0
"alegría"	"positivo"	"nrc"	0
"alegría"	"premonición"	"nrc"	0
"alegro"	"positivo"	"nrc"	0
"alejado"	"ira"	"nrc"	0
"alejado"	"miedo"	"nrc"	0
"alejado"	"negativo"	"nrc"	0
"alejado"	"tristeza"	"nrc"	0
"alentar"	"alegría"	"nrc"	0
"alentar"	"confianza"	"nrc"	0
"alentar"	"positivo"	"nrc"	0
"alertas"	"asombro"	"nrc"	0
"alertas"	"miedo"	"nrc"	0
"alertas"	"premonición"	"nrc"	0
"alférez"	"positivo"	"nrc"	0
"algarabía"	"ira"	"nrc"	0
"algarabía"	"negativo"	"nrc"	0
"alguacil"	"confianza"	"nrc"	0
"alguacil"	"miedo"	"nrc"	0
"alguacil"	"negativo"	"nrc"	0
"aliado"	"confianza"	"nrc"	0
"aliado"	"positivo"	"nrc"	0
"alianza"	"confianza"	"nrc"	0
"alienación"	"disgusto"	"nrc"	0
"alienación"	"ira"	"nrc"	0
"alienación"	"miedo"	"nrc"	0
"alienación"	"negativo"	"nrc"	0
"alienación"	"tristeza"	"nrc"	0
"alienado"	"negativo"	"nrc"	0
"alienado"	"tristeza"	"nrc"	0
"alimentación"	"positivo"	"nrc"	0
"alimento"	"positivo"	"nrc"	0
"aliviando"	"positivo"	"nrc"	0
"aliviar"	"positivo"	"nrc"	0
"alivio"	"alegría"	"nrc"	0
"alivio"	"confianza"	"nrc"	0
"alivio"	"positivo"	"nrc"	0
"alma"	"positivo"	"nrc"	0
"almirante"	"confianza"	"nrc"	0
"almirante"	"positivo"	"nrc"	0
"almohada"	"positivo"	"nrc"	0
"alojamiento"	"confianza"	"nrc"	0
"alojamiento"	"positivo"	"nrc"	0
"alquitranado"	"negativo"	"nrc"	0
"altercado"	"ira"	"nrc"	0
"altercado"	"negativo"	"nrc"	0
"altivo"	"ira"	"nrc"	0
"altivo"	"negativo"	"nrc"	0
"alto"	"negativo"	"nrc"	0
"altruista"	"positivo"	"nrc"	0
"alucinación"	"miedo"	"nrc"	0
"alucinación"	"negativo"	"nrc"	0
"amabilidad"	"alegría"	"nrc"	0
"amabilidad"	"confianza"	"nrc"	0
"amabilidad"	"positivo"	"nrc"	0
"amable"	"alegría"	"nrc"	0
"amable"	"confianza"	"nrc"	0
"amable"	"positivo"	"nrc"	0
"amanecer"	"alegría"	"nrc"	0
"amanecer"	"asombro"	"nrc"	0
"amanecer"	"confianza"	"nrc"	0
"amanecer"	"positivo"	"nrc"	0
"amanecer"	"premonición"	"nrc"	0
"amanerado"	"positivo"	"nrc"	0
"amante"	"alegría"	"nrc"	0
"amante"	"confianza"	"nrc"	0
"amante"	"positivo"	"nrc"	0
"amante"	"premonición"	"nrc"	0
"amargamente"	"disgusto"	"nrc"	0
"amargamente"	"ira"	"nrc"	0
"amargamente"	"negativo"	"nrc"	0
"amargamente"	"tristeza"	"nrc"	0
"amargura"	"disgusto"	"nrc"	0
"amargura"	"ira"	"nrc"	0
"amargura"	"negativo"	"nrc"	0
"amargura"	"tristeza"	"nrc"	0
"amarillos"	"negativo"	"nrc"	0
"amarras"	"confianza"	"nrc"	0
"ambición"	"alegría"	"nrc"	0
"ambición"	"confianza"	"nrc"	0
"ambición"	"positivo"	"nrc"	0
"ambición"	"premonición"	"nrc"	0
"ambicioso"	"alegría"	"nrc"	0
"ambicioso"	"confianza"	"nrc"	0
"ambicioso"	"positivo"	"nrc"	0
"ambicioso"	"premonición"	"nrc"	0
"ambiental"	"positivo"	"nrc"	0
"ambiguo"	"negativo"	"nrc"	0
"ambulancia"	"confianza"	"nrc"	0
"ambulancia"	"miedo"	"nrc"	0
"amén"	"alegría"	"nrc"	0
"amén"	"confianza"	"nrc"	0
"amén"	"positivo"	"nrc"	0
"amenaza"	"ira"	"nrc"	0
"amenaza"	"miedo"	"nrc"	0
"amenaza"	"negativo"	"nrc"	0
"amenazador"	"ira"	"nrc"	0
"amenazador"	"miedo"	"nrc"	0
"amenazador"	"negativo"	"nrc"	0
"amenazante"	"disgusto"	"nrc"	0
"amenazante"	"ira"	"nrc"	0
"amenazante"	"miedo"	"nrc"	0
"amenazante"	"negativo"	"nrc"	0
"amenazar"	"ira"	"nrc"	0
"amenazar"	"miedo"	"nrc"	0
"amenazar"	"negativo"	"nrc"	0
"amenazar"	"premonición"	"nrc"	0
"amenidad"	"positivo"	"nrc"	0
"amigo"	"alegría"	"nrc"	0
"amigo"	"confianza"	"nrc"	0
"amigo"	"positivo"	"nrc"	0
"amigo"	"premonición"	"nrc"	0
"amistad"	"alegría"	"nrc"	0
"amistad"	"confianza"	"nrc"	0
"amistad"	"positivo"	"nrc"	0
"amistoso"	"alegría"	"nrc"	0
"amistoso"	"confianza"	"nrc"	0
"amistoso"	"positivo"	"nrc"	0
"amistoso"	"premonición"	"nrc"	0
"amnesia"	"negativo"	"nrc"	0
"amnistía"	"alegría"	"nrc"	0
"amnistía"	"positivo"	"nrc"	0
"amoníaco"	"disgusto"	"nrc"	0
"amor"	"alegría"	"nrc"	0
"amor"	"positivo"	"nrc"	0
"amoroso"	"alegría"	"nrc"	0
"amoroso"	"confianza"	"nrc"	0
"amoroso"	"positivo"	"nrc"	0
"amortización"	"confianza"	"nrc"	0
"amotinado"	"asombro"	"nrc"	0
"amotinado"	"ira"	"nrc"	0
"amotinado"	"miedo"	"nrc"	0
"amotinado"	"negativo"	"nrc"	0
"ampliar"	"positivo"	"nrc"	0
"ampolla"	"disgusto"	"nrc"	0
"ampolla"	"negativo"	"nrc"	0
"anaconda"	"disgusto"	"nrc"	0
"anaconda"	"miedo"	"nrc"	0
"anaconda"	"negativo"	"nrc"	0
"anal"	"negativo"	"nrc"	0
"analfabeto"	"disgusto"	"nrc"	0
"analfabeto"	"negativo"	"nrc"	0
"analista"	"confianza"	"nrc"	0
"analista"	"positivo"	"nrc"	0
"analista"	"premonición"	"nrc"	0
"anarquía"	"ira"	"nrc"	0
"anarquía"	"miedo"	"nrc"	0
"anarquía"	"negativo"	"nrc"	0
"anarquismo"	"ira"	"nrc"	0
"anarquismo"	"miedo"	"nrc"	0
"anarquismo"	"negativo"	"nrc"	0
"anarquista"	"ira"	"nrc"	0
"anarquista"	"miedo"	"nrc"	0
"anarquista"	"negativo"	"nrc"	0
"anatema"	"disgusto"	"nrc"	0
"anatema"	"ira"	"nrc"	0
"anatema"	"miedo"	"nrc"	0
"anatema"	"negativo"	"nrc"	0
"anatema"	"tristeza"	"nrc"	0
"ancestral"	"confianza"	"nrc"	0
"anciano"	"confianza"	"nrc"	0
"anciano"	"positivo"	"nrc"	0
"ancianos"	"confianza"	"nrc"	0
"ancianos"	"positivo"	"nrc"	0
"ancla"	"positivo"	"nrc"	0
"andamio"	"miedo"	"nrc"	0
"andamio"	"negativo"	"nrc"	0
"anfetaminas"	"disgusto"	"nrc"	0
"anfetaminas"	"negativo"	"nrc"	0
"ángel"	"alegría"	"nrc"	0
"ángel"	"asombro"	"nrc"	0
"ángel"	"confianza"	"nrc"	0
"ángel"	"positivo"	"nrc"	0
"ángel"	"premonición"	"nrc"	0
"angelical"	"alegría"	"nrc"	0
"angelical"	"confianza"	"nrc"	0
"angelical"	"positivo"	"nrc"	0
"angina"	"miedo"	"nrc"	0
"angina"	"negativo"	"nrc"	0
"anguila"	"miedo"	"nrc"	0
"angustia"	"asombro"	"nrc"	0
"angustia"	"disgusto"	"nrc"	0
"angustia"	"ira"	"nrc"	0
