"palabra"	"valor"
"decrépito"	-1
"defecto"	-1
"defectuoso"	-1
"defensiva"	-1
"defensor"	1
"deferencia"	1
"deficiencia"	-1
"deflector"	-1
"deformado"	-1
"deformar"	-1
"degeneración"	-1
"degenerado"	-1
"degollador"	-1
"degollar"	-1
"degradación"	-1
"degradante"	-1
"degradar"	-1
"deleite"	1
"delicadeza"	1
"delicioso"	1
"delincuencia"	-1
"delincuente"	-1
"delirante"	-1
"delirio"	-1
"demacrado"	-1
"demandar"	-1
"demente"	-1
"demoler"	-1
"demoníaco"	-1
"demonio"	-1
"denso"	-1
"dentado"	-1
"denuncia"	-1
"denunciar"	-1
"deplorable"	-1
"deplorablemente"	-1
"deplorar"	-1
"depósito"	-1
"depravado"	-1
"depredador"	-1
"depresión"	-1
"deprimente"	-1
"deprimido"	-1
"deprimir"	-1
"derribar"	-1
"derrocamiento"	-1
"derrota"	1
"derrotado"	1
"desacreditar"	-1
"desacuerdo"	-1
"desafecto"	-1
"desafiante"	-1
"desafiar"	-1
"desafío"	-1
"desafortunado"	-1
"desagradable"	-1
"desagradecido"	-1
"desagrado"	-1
"desalentar"	-1
"desaliento"	-1
"desamparado"	-1
"desapercibido"	-1
"desaprensivo"	-1
"desaprobación"	-1
"desaprobar"	-1
"desaprovechado"	-1
"desarmar"	-1
"desastre"	-1
"desastroso"	-1
"descanso"	1
"descarado"	-1
"desconcertado"	-1
"desconcierto"	-1
"desconfianza"	-1
"desconocido"	-1
"desconsiderado"	-1
"descontento"	-1
"descorazonador"	-1
"descortés"	-1
"descreer"	-1
"descuidado"	-1
"descuido"	-1
"desdén"	-1
"desdeñoso"	-1
"deseable"	1
"deseante"	1
"desempleados"	-1
"deseoso"	1
"deserción"	-1
"deservicio"	-1
"desesperación"	-1
"desesperado"	-1
"desfallecer"	-1
"desfavorable"	-1
"desfigurar"	-1
"desgraciado"	-1
"deshonestidad"	-1
"deshonesto"	-1
"deshonor"	-1
"deshonrado"	-1
"deshonroso"	-1
"desierto"	-1
"desigual"	-1
"desigualdad"	-1
"desilusión"	-1
"desinformado"	-1
"desintegración"	-1
"desintegrarse"	-1
"desinteresado"	-1
"desleal"	-1
"deslucido"	-1
"deslumbramiento"	-1
"deslumbrante"	1
"deslumbrar"	1
"desmañado"	-1
"desmoronamiento"	-1
"desobedecer"	-1
"desobediencia"	-1
"desobediente"	-1
"desorden"	-1
"desordenado"	-1
"desorganización"	-1
"desorganizado"	-1
"despacio"	-1
"despecho"	-1
"despectivo"	-1
"despiadado"	-1
"desplazado"	-1
"desplazar"	-1
"despojado"	-1
"despótico"	-1
"despotismo"	-1
"despotricar"	-1
"despreciable"	-1
"despreciar"	-1
"desprecio"	-1
"desprevenida"	-1
"desprevenido"	-1
"desterrar"	-1
"destierro"	-1
"destino"	1
"destrucción"	-1
"destructivo"	-1
"destructor"	-1
"desvarío"	-1
"desventaja"	-1
"desvergonzado"	-1
"desviación"	-1
"desviarse"	-1
"deteriorado"	-1
"deteriorarse"	-1
"deterioro"	-1
"detestar"	-1
"detraer"	-1
"detrimento"	-1
"deuda"	-1
"devastación"	-1
"devastador"	-1
"devastar"	-1
"devoto"	1
"diablo"	-1
"diabólico"	-1
"diatriba"	-1
"dichoso"	1
"dictador"	-1
"dictatorial"	-1
"difamación"	-1
"difamatorio"	-1
"difícil"	-1
"dificultad"	-1
"dificultades"	-1
"difunto"	-1
"dignidad"	1
"digno"	1
"dilación"	-1
"dilema"	-1
"diligencia"	1
"diligente"	1
"diluvio"	-1
"dinámica"	1
"diplomático"	1
"dirección"	1
"discapacitado"	-1
"discontinuidad"	-1
"discontinuo"	-1
"discorde"	-1
"discordia"	-1
"discrepar"	-1
"discriminación"	-1
"discriminar"	-1
"discutible"	-1
"discutidor"	-1
"disensión"	-1
"disfrutando"	1
"disfrutar"	1
"disgustado"	-1
"disgusto"	-1
"disidencia"	-1
"disidente"	-1
"dislocado"	-1
"disminución"	-1
"disolución"	-1
"disonancia"	-1
"disparate"	-1
"dispendioso"	-1
"disposición"	1
"disputa"	-1
"distanciado"	-1
"distinción"	1
"distinguido"	1
"distintivo"	1
"distorsión"	-1
"distorsionado"	-1
"distracción"	-1
"distraer"	-1
"disturbios"	-1
"disuadir"	-1
"divergente"	-1
"diversificado"	1
"diverso"	-1
"divertido"	1
"divertir"	1
"divino"	1
"división"	-1
"doblado"	-1
"dócil"	1
"dogmático"	-1
"dolor"	-1
"dolorosamente"	-1
"doloroso"	-1
"dominar"	-1
"dorado"	1
"dotado"	1
"drástico"	-1
"drenar"	-1
"duda"	-1
"dudoso"	-1
"duelo"	-1
"dulce"	1
"dulzura"	1
"durable"	1
"duro"	1
"ebullición"	-1
"eclipsar"	-1
"económico"	1
"educado"	1
"eficaz"	1
"eficiente"	1
"efigie"	-1
"efusión"	1
"egoísmo"	-1
"egoísta"	-1
"ególatra"	-1
"ejemplar"	1
"elegancia"	1
"elegante"	1
"elevar"	1
"eliminación"	-1
"élite"	1
"elocuencia"	1
"elocuente"	-1
"elogiar"	1
"embarazoso"	-1
"embate"	-1
"embellecer"	1
"emboscada"	-1
"embotado"	-1
"embrollado"	-1
"embrollo"	-1
"embromar"	-1
"emergencia"	-1
"eminencia"	1
"eminente"	1
"emoción"	1
"emocionado"	1
"emocionante"	1
"empañar"	-1
"empatía"	1
"empeoramiento"	-1
"empequeñecer"	-1
"empinado"	-1
"emprendedor"	1
"enajenar"	-1
"enano"	-1
"encallado"	-1
"encantado"	1
"Encantado"	1
"encantador"	1
"encantar"	1
"encanto"	1
"encarcelamiento"	-1
"encarcelar"	-1
"encogerse"	-1
"enderezar"	1
"endeudado"	1
"endoso"	1
"endulzar"	1
"endurecer"	-1
"enemigo"	-1
"enemistad"	-1
"energético"	1
"enérgico"	1
"enfático"	-1
"enfermedad"	-1
"enfermizo"	-1
"enfermo"	-1
"engañar"	-1
"engaño"	-1
"engañoso"	-1
"engreído"	-1
"engreimiento"	-1
"enjuiciar"	-1
"enloquecer"	-1
"enloquecido"	-1
"enojado"	-1
"enredado"	-1
"enredo"	-1
"enriquecer"	1
"entretener"	1
"entretenido"	1
"entrometer"	-1
"entrometerse"	-1
"entumecido"	-1
"entusiasmo"	1
"entusiasta"	1
"envenenar"	-1
"envidioso"	-1
"epidemia"	-1
"equilibrado"	1
"equilibrio"	1
"equitativo"	1
"equivocado"	-1
"equívoco"	-1
"erosión"	-1
"erosionar"	-1
"errante"	-1
"errar"	-1
"errático"	-1
"erróneamente"	-1
"erróneo"	-1
"error"	-1
"erudito"	1
"erupción"	-1
"escalofrío"	-1
"escama"	-1
"escamoso"	-1
"escándalo"	-1
"escandaloso"	-1
"escapatoria"	-1
"escape"	-1
"escarnio"	-1
"escasez"	-1
"escaso"	-1
"escénico"	1
"escepticismo"	-1
"escéptico"	-1
"esclavitud"	-1
"esclavizar"	-1
"esclavo"	-1
"escoria"	-1
"escozor"	-1
"escuchimizado"	-1
"esfuerzos"	-1
"espacioso"	1
"espaldarazo"	1
"espantado"	-1
"espantosamente"	-1
"espantoso"	-1
"espectacular"	1
"espectro"	-1
"espejismo"	-1
"espeluznante"	-1
"esperanzado"	1
"espinilla"	-1
"espinoso"	-1
"espiritual"	1
"espléndido"	1
"esplendor"	1
"esporádico"	-1
"espurio"	-1
"estabilidad"	1
"estable"	1
"establos"	-1
"estacada"	-1
"estafador"	-1
"estancado"	-1
"estancamiento"	-1
"estático"	-1
"estelar"	1
"estereotipo"	-1
"estéril"	-1
"estigma"	-1
"estímulo"	1
"estirado"	-1
"estofado"	-1
"estola"	-1
"estorbar"	-1
"estragos"	-1
"estrangulación"	-1
"estrangular"	-1
"estrecho"	-1
"estrés"	-1
"estridente"	-1
"estropear"	-1
"estruendo"	-1
"estupendo"	1
"estupidez"	-1
"estúpido"	-1
"estupor"	-1
"eterno"	1
"ético"	1
"evadir"	-1
"evasión"	-1
"evitar"	-1
"exacerbar"	-1
"exacto"	1
"exageración"	-1
"exagerar"	-1
"exaltación"	1
"exaltado"	1
"exaltar"	1
"exasperación"	-1
"exceder"	1
"excelencia"	1
"excelente"	1
"excentricidad"	-1
"excéntrico"	-1
"excepcional"	1
"excesivamente"	-1
"excesivo"	-1
"excitar"	1
"exclusión"	-1
"excusa"	-1
"exhortar"	-1
"exilio"	-1
"éxito"	1
"exitoso"	1
"exorbitante"	-1
"expansivo"	1
"experto"	1
"explosión"	-1
"explosivo"	-1
"explotar"	-1
"exprimidor"	-1
"expropiación"	-1
"expulsar"	-1
"exquisitamente"	1
"exquisito"	1
"éxtasis"	1
"extático"	1
"exterminar"	-1
"exterminio"	-1
"extinguir"	-1
"extraño"	-1
"extraordinariamente"	-1
"extraordinario"	1
"exuberancia"	1
"exuberante"	1
"fabricación"	-1
"fabricar"	-1
"fácil"	1
"facilidad"	1
"facilitar"	1
"fácilmente"	1
"factible"	1
"faena"	-1
"falacia"	-1
"falla"	-1
"fallecimiento"	-1
"falsamente"	-1
"falsedad"	-1
"falsificar"	-1
"falso"	-1
"falta"	-1
"fama"	1
"famosamente"	1
"famoso"	1
"fanático"	-1
"fanatismo"	-1
"fanfarria"	1
"fango"	-1
"fangoso"	-1
"fantasía"	1
"farfulla"	-1
"farsa"	-1
"fascinación"	1
"fascinante"	1
"fatal"	-1
"fatiga"	-1
"fatigado"	-1
"favorable"	1
"favorecer"	1
"favorito"	1
"fe"	1
"fealdad"	-1
"febril"	-1
"felicidad"	1
"feliz"	1
"felizmente"	1
"felpa"	1
"feo"	-1
"feria"	1
"ferocidad"	-1
"feroz"	-1
"fértil"	1
"ferviente"	1
"fervor"	1
"festivo"	1
"fiable"	1
"fiasco"	-1
"ficción"	-1
"ficticio"	-1
"fidelidad"	1
"fiebre"	-1
"fiel"	1
"fiesta"	1
"fingir"	-1
"firme"	-1
"flaco"	-1
"flagrante"	-1
"flexibilidad"	1
"flexible"	1
"flojo"	-1
"flor"	1
"floración"	1
"follón"	-1
"forastero"	-1
"forjado"	-1
"formalmente"	1
"formidable"	1
"fornido"	-1
"fortaleza"	1
"fortuito"	1
"fortuna"	1
"fracaso"	-1
"fractura"	-1
"fragante"	1
"frágil"	-1
"franqueza"	1
"fraternal"	1
"fraude"	-1
"fraudulento"	-1
"fregadero"	-1
"frenesí"	-1
"frenético"	-1
"fresco"	1
"fríamente"	-1
"fricción"	-1
"frígido"	-1
"frío"	-1
"frotar"	-1
"fructífero"	1
"frugal"	1
"frustración"	-1
"frustrado"	-1
"frustrar"	-1
"fuerte"	-1
"fuga"	-1
"fugaz"	-1
"fugitivo"	-1
"fumble"	-1
"fundir"	-1
"furia"	-1
"furiosamente"	-1
"furioso"	-1
"furor"	-1
"furtivo"	-1
"fútil"	-1
"futilidad"	-1
"galante"	1
"ganador"	1
"ganadora"	1
"ganancia"	1
"ganando"	1
"ganchos"	-1
"ganga"	1
"garantía"	1
"gema"	1
"gemido"	-1
"general"	1
"generosidad"	1
"generoso"	1
"genial"	1
"genio"	-1
"genuino"	1
"gimoteo"	-1
"gloria"	1
"glorificar"	1
"golpe"	-1
"goteo"	-1
"gracia"	1
"graciosamente"	1
"gracioso"	1
"grandeza"	1
"granizo"	1
"grasa"	-1
"grasiento"	-1
"graso"	-1
"gratitud"	1
"grave"	-1
"gravoso"	-1
"grieta"	-1
"gritar"	-1
"grito"	-1
"grosería"	-1
"grotesco"	-1
"grumoso"	-1
"gruñido"	-1
"gruñón"	-1
"guapo"	1
"gueto"	-1
"gusto"	1
"hábil"	1
"habilidad"	1
"habilidoso"	-1
"habladuría"	-1
"habladurías"	-1
"hambruna"	-1
"harapiento"	-1
"hazaña"	1
"hebilla"	-1
"hechizado"	1
"hedor"	-1
"helada"	-1
"hereje"	-1
"herejía"	-1
"herético"	-1
"herida"	-1
"hermosa"	1
"héroe"	1
"heroico"	1
"heroína"	1
"herrumbre"	-1
"hervir"	-1
"heterodoxo"	-1
"hiel"	-1
"hilarante"	1
"hinchado"	-1
"hinchazón"	-1
"hipnotizado"	1
"hipnotizar"	1
"hipocresía"	-1
"hipócrita"	-1
"hiriente"	-1
"hirviente"	-1
"histeria"	-1
"histérico"	-1
"homenaje"	1
"honestidad"	1
"honesto"	1
"honor"	1
"honorable"	1
"horda"	-1
"hormigueo"	-1
"horrendo"	-1
"horrible"	-1
"horripilante"	-1
"horrorizada"	-1
"horrorosamente"	-1
"hosco"	-1
"hostigar"	-1
"hostil"	-1
"hostilidad"	-1
"hostilidades"	-1
"hueco"	-1
"huelga"	-1
"huérfano"	-1
"huir"	-1
"humano"	1
"húmedo"	-1
"humildad"	1
"humilde"	-1
"humillación"	-1
"humillante"	-1
"humillar"	-1
"humo"	-1
"humor"	1
"humorístico"	1
"hundido"	-1
"hundimiento"	-1
"idiota"	-1
"idiotez"	-1
"ídolo"	1
"ignorancia"	-1
"ignorante"	-1
"ilegal"	-1
"ilegalmente"	-1
"ilegítimo"	-1
"ilícito"	-1
"ilimitado"	1
"ilógico"	-1
"iluminar"	1
"ilustración"	1
"ilustre"	1
"imaginario"	-1
"imaginativo"	1
"imbécil"	-1
"impaciencia"	-1
"impaciente"	-1
"imparcial"	1
"imparcialidad"	1
"impasible"	-1
"impecable"	1
"impedimento"	-1
"impedir"	-1
"imperfección"	-1
"imperfectamente"	-1
"impersonal"	-1
"implacable"	-1
"implicación"	-1
"implicar"	-1
"implorar"	-1
"imponente"	-1
"imponer"	-1
"impopular"	-1
"importante"	1
"imposible"	-1
"imposición"	-1
"impostor"	-1
"impotencia"	-1
"impotente"	-1
"impresionar"	1
"imprevisible"	-1
"imprevisto"	-1
"improbable"	-1
"improductivo"	-1
"impropiedad"	-1
"imprudencia"	-1
"imprudente"	-1
"impunidad"	-1
"impureza"	-1
"impuro"	-1
"inaceptable"	-1
"inactivo"	-1
"inadmisible"	-1
"inadvertido"	-1
"inaguantable"	-1
"inamovible"	-1
"inane"	-1
"inanición"	-1
"inapropiado"	-1
"inaudible"	-1
"incapacidad"	-1
"incapaz"	-1
"incauto"	-1
"incendiario"	-1
"incesante"	-1
"incesantemente"	-1
"incienso"	-1
"incierto"	-1
"incitación"	-1
"incitar"	-1
"inclemente"	-1
"incoherente"	-1
"incómodo"	-1
"incompatible"	-1
"incompetencia"	-1
"incompetente"	-1
"incompleto"	-1
"incomprensible"	-1
"inconcebible"	-1
"inconcluso"	-1
"incongruente"	-1
"inconsecuencia"	-1
"inconsecuente"	-1
"inconstitucional"	-1
"inconveniente"	-1
"incorrecto"	-1
"incredulidad"	-1
"incrédulo"	-1
"increíble"	-1
"increíblemente"	1
"incuestionable"	1
"incuestionablemente"	1
"incumplida"	-1
"incumplimiento"	-1
"indebido"	-1
"indecencia"	-1
"indecente"	-1
"indecible"	-1
"indecisión"	-1
"indeciso"	-1
"indefendible"	-1
"indefinido"	-1
"indeseable"	-1
"indeterminado"	-1
"indiferencia"	-1
"indiferente"	-1
"indigente"	-1
"indignación"	-1
"indignado"	-1
"indignante"	-1
"indiscutible"	1
"indispuesto"	-1
"indistinguible"	-1
"indolente"	-1
"indudable"	1
"indulgencia"	1
"indulgente"	1
"indulto"	1
"industrioso"	1
"ineficacia"	-1
"ineficaz"	-1
"ineficiente"	-1
"inelegible"	-1
"ineptitud"	-1
"inepto"	-1
"inequívocamente"	1
"inequívoco"	1
"inesperadamente"	-1
"inesperado"	-1
"inestabilidad"	-1
"inestable"	-1
"inestimable"	1
"inevitable"	-1
"inexacto"	-1
"inexcusable"	-1
"inexistente"	-1
"inexperiencia"	-1
"inexperto"	-1
"inexplicable"	-1
"infalibilidad"	1
"infalible"	1
"infame"	-1
"infamia"	-1
"infección"	-1
"infelicidad"	-1
"infeliz"	-1
"inferior"	-1
"inferioridad"	-1
"infiel"	-1
"infierno"	-1
"inflado"	-1
"inflamación"	-1
"inflexible"	-1
"infligir"	-1
"influyente"	1
"infortunio"	-1
"infracción"	-1
"infringir"	-1
"infructuoso"	-1
"infundado"	-1
"ingenio"	1
"ingenioso"	1
"ingenuo"	-1
"inhabilitar"	-1
"inhibición"	-1
"inhibir"	-1
"inhóspito"	-1
"inhumanidad"	-1
"inhumano"	-1
"inimaginable"	-1
"ininteligible"	-1
"iniquidad"	-1
"injusticia"	-1
"injustificable"	-1
"injustificado"	-1
"injusto"	-1
"inmaculado"	1
"inmaduro"	-1
"inmaterial"	-1
"inmenso"	1
"inminente"	-1
"inmoral"	-1
"inmoralidad"	-1
"inmóvil"	-1
"inmundicia"	-1
"inmundo"	-1
"innecesario"	-1
"innovación"	1
"inocuo"	1
"inoportuno"	-1
"inoxidable"	1
"inquebrantable"	1
"inquieto"	-1
"inquietud"	-1
"insalubre"	-1
"insatisfacción"	-1
"insatisfactorio"	-1
"insatisfecho"	-1
"inseguridad"	-1
"inseguro"	-1
"insidioso"	-1
"insignificancia"	-1
"insignificante"	-1
"insinuación"	-1
"insolente"	-1
"insólito"	-1
"insolvente"	-1
"insostenible"	-1
"inspiración"	1
"inspirar"	1
"instigar"	-1
"instructivo"	1
"instrumental"	1
"insuficiencia"	-1
"insuficiente"	-1
"insuficientemente"	-1
"insular"	-1
"insultante"	-1
"insulto"	-1
"insuperable"	-1
"insurrección"	-1
"integral"	1
"inteligencia"	1
"inteligente"	1
"inteligible"	1
"intenso"	-1
"interesante"	1
"interferencia"	-1
"intermitente"	-1
"interrumpir"	-1
"interrupción"	-1
"intimidación"	-1
"intimidad"	1
"intimidar"	-1
"íntimo"	1
"intolerable"	-1
