"palabra"	"valor"
"ahorrador"	0.8
"ahorrar"	0.8
"ahorrativo"	0.8
"ahorro"	0.8
"airadamente"	-1
"airado"	-0.75
"aislado"	-0.75
"aislamiento"	-0.5
"aislar"	-0.6
"ajustable"	0.4
"ajustar"	0.4
"ajuste"	0.4
"alabanza"	0.75
"alabar"	1
"alarido"	0.4
"alarma"	-0.75
"alarmante"	-0.75
"alarmantemente"	-0.6
"alarmista"	-0.6
"alborada"	0.6
"alborotador"	-0.5
"alboroto"	-0.5
"albura"	0.4
"alcahuete"	-0.8
"alcalde"	0.4
"alcanzable"	0.8
"alcanzar"	0.8
"alcista"	-0.8
"alcohol"	-0.5
"alcoholismo"	-1
"aldeano"	-0.1
"alegación"	-0.5
"alegar"	-0.5
"alegato"	-0.4
"alegrar"	1
"alegre"	1
"alegremente"	1
"alegría"	1
"alejamiento"	-1
"alejar"	-1
"aleluya"	1
"alentador"	1
"alentar"	0.75
"alergia"	-1
"alérgico"	-0.5
"alerta"	-0.25
"aleteo"	0.6
"algarabía"	-0.8
"algarada"	-0.5
"alguacil"	-0.4
"aliado"	1
"alicaído"	-0.75
"alienación"	-0.75
"alienante"	-1
"alienar"	-0.75
"aliento"	0.6
"aligerar"	0.25
"alimaña"	-1
"alimentación"	0.6
"alimento"	0.25
"alisar"	0.6
"aliviar"	1
"aliviarse"	1
"alivio"	1
"allanamiento"	-0.8
"allanar"	-0.8
"almibarar"	-0.25
"almohada"	0.4
"alojamiento"	0.4
"alopecia"	-0.25
"alquilar"	0.6
"alquiler"	0.6
"alterar"	-0.25
"altercado"	-0.75
"altivamente"	-0.8
"altivez"	-0.5
"altruista"	1
"altruistamente"	1
"alucinación"	-0.5
"alucinante"	-0.25
"alucinar"	-0.6
"alud"	-0.5
"amabilidad"	1
"amable"	1
"amablemente"	0.5
"amamantar"	0.25
"amanecer"	0.6
"amanerado"	0.6
"amante"	0.5
"amar"	1
"amargamente"	-1
"amargar"	-0.5
"amargo"	-0.5
"amargura"	-0.75
"amarrar"	0.25
"ambición"	0.6
"ambiciosamente"	0.8
"ambicioso"	1
"ambiguo"	-0.5
"ambivalencia"	-0.25
"ambivalente"	-0.5
"ambrosía"	0.4
"amén"	0.6
"amenaza"	-0.75
"amenazador"	-0.5
"amenazadoramente"	-0.8
"amenazante"	-1
"amenazar"	-0.75
"amenidad"	0.25
"amigablemente"	1
"amigo"	0.8
"amiguismo"	-0.6
"amistad"	0.5
"amistoso"	0.75
"amnesia"	-0.6
"amnistía"	1
"amonestación"	-0.6
"amonestado"	-0.6
"amonestar"	-0.5
"amontonar"	-0.4
"amor"	0.75
"amordazar"	-0.5
"amorío"	0.5
"amoroso"	0.75
"amortiguar"	0.6
"ampliamente"	1
"ampliar"	0.5
"amplio"	1
"ampolla"	-0.5
"amputable"	-1
"amputar"	-1
"anafiláctico"	-0.8
"anal"	-0.6
"analfabetismo"	-1
"analfabeto"	-0.5
"analgésico"	-0.4
"analista"	0.25
"analizar"	0.25
"anarquía"	-0.5
"anarquismo"	-0.5
"anarquista"	-0.8
"anatema"	-1
"anciano"	0.4
"andante"	-0.5
"andrajo"	-0.25
"andrajoso"	-0.5
"anécdotas"	0.4
"anegar"	-0.8
"anémico"	-1
"anestesiar"	-0.6
"anfetaminas"	-0.4
"anfitrión"	0.6
"ángel"	0.5
"angelical"	0.75
"angina"	-0.25
"angustia"	-1
"angustia"	-1
"angustiar"	-0.25
"angustioso"	-0.75
"anhelar"	-0.25
"anhelo"	-0.25
"anidar"	0.4
"animación"	0.25
"animalista"	-0.8
"animar"	0.75
"ánimo"	0.75
"animosidad"	-0.75
"aniquilación"	-0.75
"aniquilar"	-1
"anochecer"	0.6
"anomalía"	-0.5
"anómalo"	-0.25
"anonimato"	-0.25
"anormal"	-0.5
"ansiedad"	-1
"ansiosamente"	-1
"ansioso"	-0.75
"antagonismo"	-0.5
"antagonista"	-0.75
"antepasado"	0.25
"antibiótico"	0.4
"anticipación"	0.25
"anticipar"	-0.25
"anticristo"	-1
"anticuado"	-1
"antidiluviano"	-0.4
"antídoto"	0.8
"antieconómico"	-0.8
"antigüedad"	0.1
"antiguo"	0.25
"antinatural"	-0.75
"antipatía"	-0.5
"antipático"	-0.5
"antiséptico"	0.4
"antisocial"	-1
"antítesis"	-0.6
"antitético"	-0.4
"anudar"	-0.25
"anulación"	-0.4
"anular"	-0.6
"añico"	-0.25
"añoranza"	-0.25
"apaciguamiento"	0.6
"apaciguar"	0.6
"apagador"	-0.5
"apagar"	0.25
"apagón"	-0.25
"apalear"	-0.8
"aparecer"	0.25
"aparentemente"	-0.25
"aparición"	-0.25
"apariencia"	-0.25
"apartadero"	-0.6
"apasionadamente"	1
"apasionar"	0.4
"apatía"	-1
"apático"	-0.75
"apelación"	0.6
"apenar"	-1
"apenas"	-0.5
"aperitivo"	0.4
"apestar"	-0.8
"apestoso"	-0.8
"apetitoso"	0.8
"apicultor"	0.25
"apilar"	-0.25
"aplacar"	0.25
"aplastante"	-1
"aplastar"	-0.75
"aplaudir"	0.5
"aplauso"	0.5
"aplazamiento"	-0.25
"aplazar"	-0.25
"aplicación"	-0.5
"aplicado"	0.5
"aplomo"	0.8
"apocalipsis"	-1
"apocalíptico"	-0.5
"apodada"	-0.25
"apogeo"	0.25
"apolítico"	-1
"apologético"	0.6
"apologista"	-0.4
"apostador"	-0.25
"apostar"	-0.25
"apoteosis"	0.8
"apoyar"	0.75
"apoyarse"	0.6
"apoyo"	0.5
"apreciable"	0.8
"apreciación"	0.75
"apreciar"	0.75
"apreciativo"	1
"aprehender"	-0.8
"aprehensión"	-1
"aprender"	0.8
"aprendizaje"	0.8
"aprensión"	-1
"aprensivo"	-0.75
"apresador"	-0.5
"apresamiento"	-0.25
"apresurado"	-0.5
"aprobación"	1
"aprobar"	0.5
"aprofesional"	-1
"apropiación"	-0.4
"apropiado"	0.5
"apropiar"	-0.4
"aprovechar"	-0.5
"aptitud"	0.6
"apto"	0.5
"apuesta"	-0.25
"apuesto"	0.75
"apuntar"	0.25
"apuñalar"	-1
"arancel"	-0.25
"arañar"	-0.6
"arañazo"	-0.6
"arbitrario"	-0.5
"árbitro"	0.4
"arcada"	-0.5
"arcaico"	-0.5
"arcano"	-0.4
"archienemigo"	-1
"archivero"	0.25
"archivo"	0.25
"arder"	-0.5
"ardid"	-0.8
"ardiente"	0.75
"ardientemente"	0.4
"ardor"	0.25
"arduamente"	-1
"arduo"	-0.5
"arena"	-0.1
"arenga"	-0.8
"arenoso"	-0.25
"argumentable"	-0.25
"argumento"	-0.8
"árido"	-0.25
"aristócrata"	-0.25
"aristocrático"	-0.25
"arma"	-0.25
"armario"	0.4
"armonía"	0.5
"armoniosamente"	0.5
"armonioso"	1
"armonizar"	0.8
"arpía"	-0.25
"arrancar"	-0.6
"arrasar"	-1
"arrastrar"	-0.5
"arrastrarse"	-0.75
"arrebatar"	-0.8
"arrebato"	-0.4
"arrepentimiento"	-0.5
"arrepentir"	-0.4
"arrepentirse"	-0.4
"arrestado"	-0.5
"arrestar"	-0.5
"arresto"	-0.5
"arriesgar"	-0.5
"arrinconar"	-0.8
"arrogancia"	-0.5
"arrogante"	-0.75
"arrogantemente"	-0.8
"arruga"	-0.6
"arrugar"	-0.6
"arruinar"	-0.75
"arruinarse"	-0.5
"arrullar"	0.25
"arrullo"	0.25
"arsénico"	-1
"arte"	0.5
"artesanía"	0.8
"artesano"	0.6
"articulación"	0.25
"articular"	0.5
"artificial"	-0.25
"artillería"	-0.6
"artilugio"	-0.25
"artista"	0.6
"artístico"	0.6
"as"	0.8
"asaltar"	-1
"asalto"	-0.75
"asalvajado"	-0.5
"asalvajar"	-0.5
"ascendencia"	0.1
"ascensión"	0.5
"ascenso"	0.8
"asco"	-1
"asediar"	-0.6
"asedio"	-0.6
"asegurar"	0.8
"asentir"	0.4
"asequible"	0.8
"asesinar"	-0.5
"asesinato"	-1
"asesino"	-1
"asesor"	0.6
"asesorar"	0.8
"asfixia"	-1
"asilvestrar"	-0.5
"asimétricamente"	-0.4
"asimétrico"	-0.4
"asistencia"	0.8
"asistente"	0.4
"asnal"	-0.5
"asno"	-0.6
"asociación"	0.8
"asociado"	0.25
"asombrar"	0.5
"asombro"	0.5
"asombrosamente"	0.5
"asombroso"	0.75
"aspereza"	-0.25
"áspero"	-0.25
"aspiración"	0.5
"aspirar"	0.5
"asquerosamente"	-1
"asquerosidad"	-0.8
"asqueroso"	-1
"astilla"	-0.5
"astillamiento"	-0.8
"astillar"	-0.5
"astringente"	-0.4
"astronauta"	0.4
"astucia"	0.8
"astutamente"	1
"astuto"	1
"asustadizo"	-0.75
"asustar"	-1
"asustarse"	-0.6
"atacar"	-0.5
"atadura"	-0.25
"ataque"	-0.75
"atar"	-0.5
"atardecer"	0.6
"atascado"	-0.5
"atascar"	-0.25
"atasco"	-0.6
"atasque"	-0.6
"ataúd"	-0.6
"ateísmo"	-0.1
"atemorizar"	-1
"atención"	0.25
"atento"	0.5
"atenuación"	-0.25
"atenuar"	-0.25
"aterciopelado"	0.6
"aterrado"	-0.5
"aterrador"	-0.5
"aterradoramente"	-1
"aterrar"	-0.5
"aterrorizar"	-1
"atesorar"	1
"atleta"	0.6
"atlético"	0.5
"atolladero"	-0.5
"atónito"	-0.25
"atormentar"	-1
"atracción"	1
"atractivamente"	1
"atractivo"	0.5
"atraer"	0.8
"atraído"	0.8
"atrapamiento"	-1
"atrapar"	-0.5
"atrasar"	-0.5
"atraso"	-0.8
"atrever"	0.8
"atreverse"	0.8
"atrevido"	0.75
"atrocidad"	-0.8
"atrofia"	-0.5
"atropellar"	-0.5
"atropello"	-1
"atroz"	-0.5
"atrozmente"	-0.8
"aturdidamente"	-1
"aturdido"	-0.5
"aturdidor"	-0.25
"aturdimiento"	-0.4
"aturdir"	-0.8
"audacia"	-0.5
"audazmente"	-0.25
"audible"	0.1
"auge"	-0.4
"aullar"	-0.8
"aullido"	-0.6
"aumentar"	0.4
"ausencia"	-0.75
"ausente"	-0.6
"austeridad"	-0.6
"austero"	-0.5
"autenticidad"	0.1
"auténtico"	0.5
"auténtico"	0.5
"autocomplacencia"	-0.5
"autocrático"	-0.5
"autocrítica"	-0.25
"autodestructivo"	-0.25
"autonomía"	0.25
"autónomo"	0.6
"autopsia"	-0.6
"autoridad"	0.5
"autoritario"	-0.8
"autorización"	0.4
"autorizar"	0.5
"autosatisfacción"	1
"autosuficiencia"	1
"avalancha"	-0.5
"avances"	0.8
"avanzar"	0.8
"avaricia"	-0.5
"avariento"	-1
"avaro"	-0.5
"aventajar"	0.5
"aventura"	0.5
"aventurero"	1
"avergonzar"	-0.75
"avería"	-0.75
"averiar"	-0.75
"aversión"	-0.8
"ávidamente"	0.8
"ávido"	0.75
"ay"	-1
"ayuda"	1
"ayudante"	0.4
"ayudante"	0.8
"ayudar"	0.5
"azar"	-0.25
"azaroso"	-1
"azotar"	-0.8
"azote"	-0.5
"azucarado"	0.6
"azufre"	-0.5
"baba"	-0.6
"babear"	-0.25
"babosa"	-0.75
"baboso"	-0.8
"bache"	-0.5
"bacteria"	-0.6
"bailar"	0.6
"baile"	0.6
"balancear"	-0.4
"balbucear"	-0.6
"balbuceo"	0.25
"ballet"	0.6
"balneario"	0.4
"bambolear"	-0.6
"bambolearse"	-0.6
"bamboleo"	-0.6
"banal"	-1
"bancarrota"	-0.75
"bancarrota"	-1
"bandazo"	-0.8
"bandido"	-0.8
"banquete"	0.6
"bañera"	0.4
"baño"	0.4
"barandilla"	-0.4
"barato"	-0.5
"bárbaramente"	-1
"barbarie"	-1
"bárbaro"	-0.5
"barbecho"	-0.6
"barranco"	-0.25
"barrenar"	-0.6
"barrera"	-0.5
"barricada"	-0.6
"barriobajero"	-1
"barrizal"	-0.5
"barro"	-0.25
"bastante"	0.5
"bastar"	0.5
"bastardo"	-1
"bastión"	-0.25
"basura"	-0.5
"basurero"	-0.25
"batalla"	-0.5
"batallar"	-0.6
"bayoneta"	-0.6
"bazar"	-0.25
"bebé"	0.6
"beca"	0.8
"becario"	0.8
"belicosidad"	-0.25
"belicoso"	-0.8
"beligerancia"	-1
"beligerante"	-0.5
"belleza"	0.5
"bello"	0.75
"bendecir"	1
"bendición"	0.75
"bendito"	1
"benefactor"	0.75
"beneficiado"	1
"beneficio"	0.75
"beneficiosamente"	1
"beneficioso"	0.5
"benéfico"	0.5
"benévolamente"	1
"benevolencia"	0.5
"benevolente"	0.5
"benigno"	0.25
"berrinche"	-1
"beso"	0.5
"bestia"	-0.5
"bestial"	-0.5
"biblioteca"	0.6
"bibliotecario"	0.6
"bien"	1
"bienes"	0.5
"bienestar"	1
"bienintencionado"	1
"bienvenido"	0.5
"bilingüe"	0.4
"bilis"	-0.5
"biopsia"	-0.6
"bis"	0.6
"bisojo"	-0.4
"bisturí"	-0.25
"bizarría"	0.25
"bizarro"	0.5
"blanco"	0.4
"blancura"	0.4
"blandir"	-0.6
"blando"	-0.25
"blanquear"	0.4
"blasfemador"	-1
"blasfemar"	-0.5
"blasfemia"	-0.5
"blasfemo"	-0.5
"bloque"	-0.6
"bloquear"	-0.4
"bloqueo"	-0.6
"bobería"	-0.5
"bobo"	-0.5
"bocadillo"	0.4
"bochorno"	-0.25
"bochornoso"	-0.25
"boda"	0.6
"bofetada"	-0.5
"bohemio"	0.6
"boicot"	-0.8
"boicotear"	-0.75
"boicoteo"	-0.8
"bollería"	0.1
"bomba"	-0.75
"bombardear"	-1
"bombardero"	-0.6
"bombero"	0.6
"bombo"	-0.5
"bombón"	0.6
"bonanza"	0.8
"bondad"	1
"bonificación"	0.8
"bonito"	0.5
"boquear"	-0.8
"borrachera"	-0.5
"borracho"	-0.8
"borrar"	0.5
"borrar"	-0.5
"borrasca"	-1
"borrascoso"	-0.4
"borrón"	-0.4
"borroso"	-0.5
"boscoso"	0.25
"bostezar"	-0.25
"bostezo"	-0.25
"bote"	1
"botín"	-0.5
"botox"	-0.4
"boyante"	0.5
"bozal"	-0.5
"bravata"	-0.5
"bravo"	1
"bribón"	-0.8
"brigada"	-0.25
"brillante"	0.5
"brillantemente"	1
"brillantez"	0.5
"brillar"	0.6
"brillo"	0.5
"brío"	0.6
"brioso"	0.6
"brisa"	0.1
"broma"	0.25
"bromear"	0.6
"bromista"	-0.1
"bronca"	-0.5
"broncear"	0.5
"brotar"	-0.25
"brote"	-0.8
"bruja"	-1
"brujería"	-0.25
"bruma"	-0.25
"brumoso"	-0.4
"bruscamente"	-0.25
"brusco"	-0.8
"brusquedad"	-0.6
"brutal"	-0.5
"brutalidad"	-0.75
"brutalmente"	-1
"bruto"	-0.5
"bucanero"	-0.5
"bueno"	0.75
"buitre"	-0.25
"bujarrón"	-0.8
"burdel"	-0.8
"burguesía"	0.1
"burla"	-0.75
"burlar"	-0.6
"burlón"	-0.75
"burlonamente"	-0.6
"burocracia"	-0.25
"burrada"	-0.5
"burro"	-0.25
"búsqueda"	0.4
"busto"	-0.25
"caballero"	1
"caballerosidad"	0.8
"caballeroso"	0.8
"cabezazo"	-0.6
"cabezota"	-0.8
"cabildero"	-0.25
"cabizbajo"	-1
"cabrón"	-1
"cabronazo"	-0.25
"cacería"	-0.25
"cachear"	-0.6
"cacheo"	-0.6
"cachorro"	0.6
"cacofonía"	-0.25
"cáculo"	-0.25
"cadáver"	-0.6
"cadenciosa"	0.4
"cadera"	-0.4
"caducidad"	-0.8
"caduco"	-0.8
"caer"	-0.5
"cagada"	-1
"cagalera"	-1
"cagar"	-0.6
"caída"	-0.75
"calambre"	-0.75
"calamidad"	-1
"calamitoso"	-1
"calar"	-0.25
"calculador"	-0.25
"calcular"	-0.25
"cálculo"	0.25
"calentar"	0.5
"calentorro"	-0.25
"calibrado"	0.25
"caliente"	-0.25
"calificación"	0.25
"calificado"	0.5
"calificar"	0.8
"calificativo"	0.8
"calina"	-0.25
"calloso"	-0.5
"calma"	1
"calmante"	-0.4
"calmar"	1
"calor"	0.5
"calumnia"	-0.5
"calumniador"	-1
"calumniar"	-0.5
"calurosamente"	1
"calvicie"	-0.4
"calvo"	-0.4
"camafeo"	0.4
"camarada"	1
"camarilla"	-0.5
"campaña"	-0.25
"campeón"	0.5
"cámping"	0.1
"campus"	0.25
"canalla"	-0.8
"canalón"	-0.4
"cancelar"	-0.8
"cáncer"	-0.75
"canceroso"	-1
"candidato"	0.25
"candidatura"	0.6
"candidez"	-1
"canguelo"	-0.25
"caníbal"	-0.5
"canibalismo"	-1
"canibalizar"	-1
"canje"	1
"canjear"	1
"canon"	-0.25
"canoso"	-0.6
"cansancio"	-0.25
"cansar"	-0.75
"cantar"	0.6
"cañón"	-0.4
"cañoneo"	-0.4
"caos"	-0.75
"caótico"	-0.75
"capa"	-0.25
"capacidad"	0.5
"capar"	-0.25
"capataz"	-0.25
"capaz"	0.5
"capitular"	-0.6
"capón"	-0.25
"capricho"	-0.4
"caprichosamente"	-0.4
"caprichoso"	-0.4
"captor"	-0.6
"capturar"	-0.6
"capucha"	-0.25
"característica"	0.6
"carambola"	-0.25
"carcaj"	-0.6
"carcajada"	-0.25
"cárcel"	-0.8
"cardenal"	-0.5
"carecer"	-0.5
"carencia"	-0.75
"carente"	-0.75
"carga"	-0.75
"caricatura"	-0.75
"caricia"	0.8
"caridad"	0.8
"cariño"	1
"cariñoso"	1
"carisma"	1
"carismático"	1
"caritativo"	0.5
"carnal"	-0.4
"carnicería"	-0.8
"carnicero"	-0.5
"carnoso"	-0.25
"caro"	-0.25
"carrera"	0.25
"carroña"	-0.4
"carroñero"	-0.4
"cartel"	-0.25
"cartucho"	-0.25
"casa"	0.6
"casar"	0.6
"casarse"	0.6
"cascarrabias"	-1
"casero"	-0.25
"casino"	-0.25
"caspa"	-0.8
"casta"	-0.25
"castañetear"	-0.25
"castañeteo"	-0.25
"castidad"	0.25
"castiga"	-1
"castigable"	-1
"castigador"	-1
"castigar"	-1
"castigo"	-0.5
"casto"	1
"castrar"	-0.6
"castrar"	-0.5
"cataclísmicamente"	-1
"cataclismo"	-1
"catarata"	-0.6
"catártico"	1
"catástrofe"	-0.75
"catastróficamente"	-1
"catastrófico"	-1
"catéter"	-0.6
"causar"	-1
"cautela"	-0.25
"cauteloso"	-0.4
"cauterizar"	0.25
"cautivado"	0.4
"cautivador"	0.5
"cautivar"	0.5
"cautiverio"	-0.6
"cautivo"	-0.5
"cava"	0.5
"caverna"	-0.25
"cavernoso"	-0.4
"cavidad"	-0.4
"caza"	-0.25
"cazar"	-0.25
"cebador"	0.4
"cebar"	-0.4
"ceder"	-0.25
"cegado"	-1
"cegador"	-0.8
"cegar"	-0.8
"ceguera"	-0.8
"celada"	-0.8
"celebra"	0.8
"celebración"	0.75
"celebrar"	0.5
"célebre"	0.6
"celestial"	0.4
"celestial"	0.75
"celo"	0.5
"celos"	-0.8
"celosamente"	-1
"celoso"	-0.75
"celular"	0.25
"cementerio"	-0.5
"cena"	0.6
"cenagal"	-0.4
"cencellada"	-0.25
"cenit"	0.4
"ceniza"	-0.4
"censor"	-0.8
"censura"	-0.5
"censurable"	-1
"censurablemente"	-1
"censurar"	-0.5
"centrar"	0.25
"ceñir"	-0.25
"ceño"	-1
"ceñudo"	-0.75
"cepo"	-0.5
"cercanía"	0.25
"cercar"	-0.6
"cerco"	-0.6
"cerdo"	-0.5
"cerdoso"	-0.4
"cerebral"	0.1
"cerebro"	0.6
"ceremonia"	0.6
"certeza"	0.8
"certificado"	0.6
"certificar"	0.6
"cesar"	-0.8
"cese"	-0.4
"cesto"	-0.5
"chacha"	-1
"cháchara"	-0.25
"champán"	0.5
"chamuscar"	-0.4
"chantaje"	-0.5
"chapotear"	-0.25
"chapucear"	-1
"chapucero"	-0.8
"chapuza"	-0.8
"charada"	-0.25
"charla"	-0.25
"chatarra"	-0.6
"chico"	0.25
"chiflado"	-1
"chillido"	-0.5
"chiripa"	-0.25
"chirriador"	-0.25
"chirriante"	-0.5
"chirriar"	-0.5
"chismorrear"	-0.5
"chismorreo"	-0.5
"chismoso"	-0.8
"chispa"	0.1
"chisporroteo"	-0.25
"chiste"	0.6
"chistoso"	-1
"chivatazo"	-0.5
"chivato"	-0.5
"chocante"	-0.75
"chocante"	-0.75
"chocar"	-0.5
"chocar"	-0.75
"chocho"	-0.25
"chocolate"	0.6
"chofer"	0.25
"choni"	-0.8
"choque"	-0.75
"chorro"	-0.1
"chubasco"	-0.5
"chuche"	0.25
"chuchería"	0.25
"chulo"	-0.6
"chupar"	-0.75
"chupón"	-0.5
"chusma"	-0.8
"chusma"	-0.25
"cianuro"	-1
"cicatriz"	-0.5
"cicatrizar"	0.4
"ciclón"	-0.25
"ciego"	-0.75
"cielo"	0.8
"ciénaga"	-0.6
"cieno"	-0.6
"científico"	0.4
"ciertamente"	0.8
"cierto"	0.8
"cigarrillo"	-0.25
"cigarro"	-0.25
"cima"	0.5
"cínico"	-0.8
"cinismo"	-0.5
"circo"	0.1
"ciruela"	0.4
"cisma"	-0.6
"cita"	0.5
"citación"	-0.5
"civil"	0.8
"civilización"	0.6
"civilizado"	1
"civilizar"	0.25
"clamor"	-0.5
"claramente"	0.5
"claridad"	0.5
"clarividente"	0.25
"claro"	0.5
"clásico"	0.5
"clasificado"	0.4
"clasificar"	0.4
"claustrófobo"	-1
"clerical"	-0.25
"cliché"	-0.5
"clímax"	0.8
"cloroformo"	-0.6
"coacción"	-0.6
"coaccionar"	-1
"coactivo"	-1
"coagulación"	-0.4
"coagular"	-0.4
"coágulo"	-0.4
"coalición"	0.1
"coaligar"	0.1
"cobarde"	-1
"cobardemente"	-1
"cobardía"	-0.5
"cobrable"	-0.25
"cocaína"	-0.25
"cochineo"	-0.6
"cochino"	-0.4
"codazo"	-0.8
"codicia"	-1
"codiciar"	-0.25
"codicioso"	-0.8
